mirId	Cancer	Profile	PubMed Article
hsa-mir-497	cervical cancer	down	MicroRNA-497 is a potential prognostic marker in human cervical cancer and functions as a tumor suppressor by targeting the insulin-like growth factor 1 receptor.
hsa-mir-497	colorectal cancer	down	MicroRNA-497 targets insulin-like growth factor 1 receptor and has a tumour suppressive role in human colorectal cancer.
hsa-mir-497	non-small cell lung cancer	down	Downregulation of miR-497 promotes tumor growth and angiogenesis by targeting HDGF in non-small cell lung cancer.
hsa-mir-498	ovarian cancer	down	1,25-Dihydroxyvitamin D3 Suppresses Telomerase Expression and Human Cancer Growth through MicroRNA-498.
hsa-mir-499-5p	colorectal cancer	up	MicroRNA-499-5p promotes cellular invasion and tumor metastasis in colorectal cancer by targeting FOXO4 and PDCD4.
hsa-mir-500	hepatocellular carcinoma	up	MicroRNA-500 as a potential diagnostic marker for hepatocellular carcinoma.
hsa-mir-501	hepatocellular carcinoma	up	MicroRNA-501 promotes HBV replication by targeting HBXIP.
hsa-mir-502	colon cancer	down	Inhibition of autophagy and tumor growth in colon cancer by miR-502.
hsa-mir-503	ovarian cancer	up	MicroRNAs overexpressed in ovarian ALDH1-positive cells are associated with chemoresistance.
hsa-mir-508-3p	kidney cancer	down	Identification of miR-508-3p and miR-509-3p that are associated with cell invasion and migration and involved in the apoptosis of renal cell carcinoma.
hsa-mir-509-3p	kidney cancer	down	Identification of miR-508-3p and miR-509-3p that are associated with cell invasion and migration and involved in the apoptosis of renal cell carcinoma.
hsa-mir-509-5p	renal cell carcinoma	down	Tumor suppressive miR-509-5p contributes to cell migration, proliferation and antiapoptosis in renal cell carcinoma.
hsa-mir-511	lung adenocarcinoma	down	miR-511 and miR-1297 inhibit human lung adenocarcinoma cell proliferation by targeting oncogene TRIB2.
hsa-mir-517a	breast cancer	down	Restoration of miR-517a expression induces cell apoptosis in bladder cancer cell lines.
hsa-mir-518b	esophageal squamous cell carcinoma	down	miR-518b is down-regulated, and involved in cell proliferation and invasion by targeting Rap1b in esophageal squamous cell carcinoma.
hsa-mir-519d	hepatocellular carcinoma	down	MicroRNA-519d targets MKi67 and suppresses cell growth in the hepatocellular carcinoma cell line QGY-7703.
hsa-mir-519d	hepatocellular carcinoma	up	In hepatocellular carcinoma miR-519d is up-regulated by p53 and DNA hypomethylation and targets CDKN1A/p21, PTEN, AKT3 and TIMP2.
hsa-mir-520c-3p	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-520c-3p	hepatocellular carcinoma	down	MicroRNA-520c-3p inhibits hepatocellular carcinoma cell proliferation and invasion through induction of cell apoptosis by targeting glypican-3.
hsa-mir-532-5p	malignant melanoma	up	Regulation of RUNX3 tumor suppressor gene expression in cutaneous melanoma.
hsa-mir-532-5p	ovarian carcinoma	down	MicroRNA expression in ovarian carcinoma and its correlation with clinicopathological features.
hsa-mir-541	pancreatic ductal adenocarcinoma	up	Circulating MicroRNAs in Serum of Human K-ras Oncogene Transgenic Rats With Pancreatic Ductal Adenocarcinomas.
hsa-mir-544	gastric cancer	up	Oncogenic miR-544 is an Important Molecular Target in Gastric Cancer.
hsa-mir-564	chronic myelogenous leukemia	down	Downregulation of miR-31, miR-155, and miR-564 in chronic myeloid leukemia cells.
hsa-mir-573	malignant melanoma	down	miR-573 regulates melanoma progression by targeting the melanoma cell adhesion molecule.
hsa-mir-574-3p	breast cancer	down	Novel oncogenic function of mesoderm development candidate 1 and its regulation by MiR-574-3p in bladder cancer cell lines.
hsa-mir-574-3p	hepatocellular carcinoma	up	Serum microRNA characterization identifies miR-885-5p as a potential marker for detecting liver pathologies.
hsa-mir-575	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-590-5p	hepatocellular carcinoma	up	MicroRNA-590-5p regulates proliferation and invasion in human hepatocellular carcinoma cells by targeting TGF-? RII.
hsa-mir-590-5p	hepatocellular carcinoma	down	MiR-590-5P Inhibits Growth of HepG2 Cells via Decrease of S100A10 Expression and Inhibition of the Wnt Pathway.
hsa-mir-601	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-612	hepatocellular carcinoma	down	miR-612 suppresses the invasive-metastatic cascade in hepatocellular carcinoma.
hsa-mir-616*	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-622	gastric cancer	down	Down-regulation of miR-622 in gastric cancer promotes cellular invasion and tumor metastasis by targeting ING1 gene.
hsa-mir-625	gastric cancer	down	Down-regulated miR-625 suppresses invasion and metastasis of gastric cancer by targeting ILK.
hsa-mir-625*	non-small cell lung cancer	down	Low levels of cell-free circulating miR-361-3p and miR-625* as blood-based markers for discriminating malignant from benign lung tumors.
hsa-mir-627	colonic adenocarcinoma	down	MicroRNA-627 Mediates the Epigenetic Mechanisms of Vitamin D to Suppress Proliferation of Human Colorectal Cancer Cells and Growth of Xenograft Tumors in Mice.
hsa-mir-630	pancreatic cancer	down	Upregulation of miR-150* and miR-630 Induces Apoptosis in Pancreatic Cancer Cells by Targeting IGF-1R.
hsa-mir-637	hepatocellular carcinoma	down	Primate-specific microRNA-637 inhibits tumorigenesis in hepatocellular carcinoma by disrupting signal transducer and activator of transcription 3 signaling.
hsa-mir-638	gastric cancer	down	MicroRNA profiling of human gastric cancer.
hsa-mir-639	bladder cancer	up	Circulating microRNAs in serum: novel biomarkers for patients with bladder cancer?
hsa-mir-650	gastric cancer	up	MicroRNA-650 targets ING4 to promote gastric cancer tumorigenicity.
hsa-mir-650	hepatocellular carcinoma	up	Upregulation of miR-650 is correlated with down-regulation of ING4 and progression of hepatocellular carcinoma.
hsa-mir-657	hepatocellular carcinoma	up	MiR-657 promotes tumorigenesis in hepatocellular carcinoma by targeting transducin-like enhancer protein 1 through NF-?B pathways.
hsa-mir-663	gastric cancer	down	Tumor-suppressive mir-663 gene induces mitotic catastrophe growth arrest in human gastric cancer cells.
hsa-mir-663	lung cancer	up	MicroRNA-663 targets TGFB1 and regulates lung cancer proliferation.
hsa-mir-663	nasopharyngeal carcinoma	up	MiR-663, a microRNA targeting p21(WAF1/CIP1), promotes the proliferation and tumorigenesis of nasopharyngeal carcinoma.
hsa-mir-664	hepatocellular carcinoma	up	MicroRNAs regulate methionine adenosyltransferase 1A expression in hepatocellular carcinoma.
hsa-mir-675	colon cancer	up	Oncofetal H19-derived miR-675 regulates tumor suppressor RB in human colorectal cancer.
hsa-mir-7	breast cancer	down	MicroRNA-7 inhibits epithelial-to-mesenchymal transition and metastasis of breast cancer cells via targeting FAK expression.
hsa-mir-7	glioblastoma	down	microRNA-7 inhibits the epidermal growth factor receptor and the Akt pathway and is down-regulated in glioblastoma.
hsa-mir-7	glioma	down	MicroRNA-sensitive oncolytic measles viruses for cancer-specific vector tropism.
hsa-mir-7	hepatocellular carcinoma	down	miR-7 inhibits tumor growth and metastasis by targeting the PI3K/AKT pathway in hepatocellular carcinoma.
hsa-mir-7	lung cancer	up	EGFR promotes lung tumorigenesis by activating miR-7 through a Ras/ERK/Myc pathway that targets the Ets2 transcriptional repressor ERF.
hsa-mir-7-5p	malignant melanoma	down	miRNA-7-5p inhibits melanoma cell migration and invasion.
hsa-mir-874	head and neck squamous cell carcinoma	down	Tumour-suppressive microRNA-874 contributes to cell proliferation through targeting of histone deacetylase 1 in head and neck squamous cell carcinoma.
hsa-mir-885-5p	hepatocellular carcinoma	up	Serum microRNA characterization identifies miR-885-5p as a potential marker for detecting liver pathologies.
hsa-mir-885-5p	neuroblastoma	down	MicroRNA miR-885-5p targets CDK2 and MCM5, activates p53 and inhibits proliferation and survival.
hsa-mir-886-3p	thyroid cancer	down	MiR-886-3p regulates cell proliferation and migration, and is dysregulated in familial non-medullary thyroid cancer.
hsa-mir-886-5p	cervical carcinoma	down	MicroRNA miR-886-5p inhibits apoptosis by down-regulating Bax expression in human cervical carcinoma cells.
hsa-mir-9	gastric adenocarcinoma	down	Regulation of the transcription factor NF-kappaB1 by microRNA-9 in human gastric adenocarcinoma.
hsa-mir-9	gastric cancer	down	Down-regulated miR-9 and miR-433 in human gastric carcinoma.
hsa-mir-9	gastric cancer	down	Aberrant hypermethylation of miR-9 genes in gastric cancer.
hsa-mir-9	gastric cancer	down	Development of a novel microRNA promoter microarray for ChIP-on-chip assay to identify epigenetically regulated microRNAs.
hsa-mir-9	gastric cancer	down	microRNA-9 Suppresses the Proliferation, Invasion and Metastasis of Gastric Cancer Cells through Targeting Cyclin D1 and Ets1.
hsa-mir-9	glioma	up	[MiR-9 regulates the expression of CBX7 in human glioma].
hsa-mir-9	glioma	up	The CREB-miR-9 negative feedback minicircuitry coordinates the migration and proliferation of glioma cells.
hsa-mir-9	malignant melanoma	down	MicroRNA-9 up-regulates E-cadherin through inhibition of NF-?B1-Snail1 pathway in melanoma.
hsa-mir-9	ovarian cancer	down	MicroRNA-9 inhibits ovarian cancer cell growth through regulation of NF-kappaB1.
hsa-mir-9	uveal melanoma	down	MicroRNA-9 suppresses uveal melanoma cell migration and invasion through the NF-?B1 pathway.
hsa-mir-92	colorectal cancer	up	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-92	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-92	medulloblastoma	up	The miR-17/92 polycistron is up-regulated in sonic hedgehog-driven medulloblastomas and induced by N-myc in sonic hedgehog-treated cerebellar neural precursors.
hsa-mir-92	neuroblastoma	up	MYCN-regulated miRNA-92 inhibits secretion of the tumor suppressor DICKKOPF-3 (DKK3) in neuroblastoma.
hsa-mir-92	pancreatic cancer	up	MicroRNA-10a is overexpressed in human pancreatic cancer and involved in its invasiveness partially via suppression of the HOXA1 gene.
hsa-mir-92a	breast cancer	down	Downregulation of miR-92a is associated with aggressive breast cancer features and increased tumour macrophage infiltration.
hsa-mir-92a	breast cancer	down	Circulating microRNA-92a and microRNA-21 as novel minimally invasive biomarkers for primary breast cancer.
hsa-mir-92a	colorectal cancer	up	Detection of miR-92a and miR-21 in stool samples as potential screening biomarkers for colorectal cancer and polyps.
hsa-mir-92a	colorectal cancer	up	Overexpression of miR-92a correlates with tumor metastasis and poor prognosis in patients with colorectal cancer.
hsa-mir-92a	colorectal cancer	up	MicroRNA signatures: novel biomarker for colorectal cancer?
hsa-mir-92a	esophageal squamous cell carcinoma	up	microRNA-92a promotes lymph node metastasis of human esophageal squamous cell carcinoma via E-cadherin.
hsa-mir-92a	hepatocellular carcinoma	up	Deregulation of miR-92a expression is implicated in hepatocellular carcinoma development.
hsa-mir-92a	malignant melanoma	up	Altered expression of selected microRNAs in melanoma: antiproliferative and proapoptotic activity of miRNA-155.
hsa-mir-93	colon cancer	down	Clinical significance of microRNA-93 downregulation in human colon cancer.
hsa-mir-93	colorectal cancer	up	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-95	colorectal cancer	up	MicroRNA-95 promotes cell proliferation and targets sorting Nexin 1 in human colorectal carcinoma.
hsa-mir-95	colorectal carcinoma	up	MicroRNA-95 promotes cell proliferation and targets sorting Nexin 1 in human colorectal carcinoma.
hsa-mir-96	bladder cancer	up	MicroRNA expression signatures of bladder cancer revealed by deep sequencing.
hsa-mir-96	bladder cancer	up	Synthetic miRNA-mowers targeting miR-183-96-182 cluster or miR-210 inhibit growth and migration and induce apoptosis in bladder cancer cells.
hsa-mir-96	breast cancer	up	Unregulated miR-96 induces cell proliferation in human breast cancer by downregulating transcriptional factor FOXO3a.
hsa-mir-96	chronic myelogenous leukemia	up	Down-regulation of hsa-miR-10a in chronic myeloid leukemia CD34+ cells increases USF2-mediated cell growth.
hsa-mir-96	colorectal cancer	up	Expression of miR-21, miR-31, miR-96 and miR-135b is correlated with the clinical parameters of colorectal cancer.
hsa-mir-96	glioma	up	The miR-183/96/182 Cluster Regulates Oxidative Apoptosis and Sensitizes Cells to Chemotherapy in Gliomas.
hsa-mir-96	ovarian cancer	up	The upregulation of signal transducer and activator of transcription 5-dependent microRNA-182 and microRNA-96 promotes ovarian cancer cell proliferation by targeting forkhead box O3 upon leptin stimul
hsa-mir-96	pancreatic cancer	down	miRNA-96 suppresses KRAS and functions as a tumor suppressor gene in pancreatic cancer.
hsa-mir-96	prostate cancer	up	miR-183-96-182 cluster is overexpressed in prostate tissue and regulates zinc homeostasis in prostate cells.
hsa-mir-98	esophageal squamous cell carcinoma	down	MicroRNA-98 and microRNA-214 post-transcriptionally regulate enhancer of zeste homolog 2 and inhibit migration and invasion in human esophageal squamous cell carcinoma.
hsa-mir-98	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-99a	esophageal squamous cell carcinoma	down	MicroRNA-99a/100 promotes apoptosis by targeting mTOR in human esophageal squamous cell carcinoma.
hsa-mir-99a	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-99a	hepatocellular carcinoma	down	MicroRNA-99a inhibits hepatocellular carcinoma growth and correlates with prognosis of patients with hepatocellular carcinoma.
hsa-mir-99a	hepatocellular carcinoma	down	Sequential analysis of multistage hepatocarcinogenesis reveals that miR-100 and PLK1 dysregulation is an early event maintained along tumor progression.
hsa-mir-99b	lung cancer	down	microRNA-99b acts as a tumor suppressor in non-small cell lung cancer by directly targeting fibroblast growth factor receptor 3.
